err # 1,err # 2,err # 3,err # 4,err # 5,err# 6,err # 7,err # 8,err # 9,err # 10,err # 11,err # 12,err # 13,err # 14,err # 15,err # 16,err # 17,err # 18,err # 19,err # 20
1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
0,-1,0,0,0,0,-1,0,0,0,1,0,-1,-1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
0,0,0,0,-1,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1
-1,-1,0,-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,0,0,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,-1,-1,0,-1,-1,-1,0,1,0,-1,-1,-1,0,-1,1,-1,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1
0,0,0,0,-1,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0
0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,-1,0,-1,0,0,0,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,0,0,0,-1,0,0,0,1,0,-1,-1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,0,0,-1,-1,-1,0,1,1,0,-1,-1,0,-1,0,0,0,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0
0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,-1,0,-1,-1,-1,0,1,1,0,-1,-1,0,-1,1,-1,-1,-1
1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1
0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,-1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,1,0,0,0
1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,-1,-1,-1,-1,0,-1,0,1,0,-1,-1,-1,0,1,0,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,0,0,-1,-1,-1,0,1,1,0,-1,-1,0,-1,0,-1,-1,-1
0,-1,0,-1,0,0,-1,0,0,0,1,0,-1,-1,0,0,1,0,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0
0,-1,0,0,-1,-1,-1,0,-1,0,1,0,-1,-1,-1,0,0,0,0,0
1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0
0,0,0,0,0,0,-1,-1,-1,0,0,0,-1,0,0,0,1,0,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,-1,0,-1,0,0
0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1
1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1
1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1
1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
0,-1,0,0,0,-1,-1,-1,0,1,1,0,-1,-1,0,-1,0,0,0,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0
1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1
0,-1,0,-1,0,-1,-1,-1,0,1,1,0,-1,-1,0,-1,1,0,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,-1,0,0,-1,-1,-1,0,1,0,-1,-1,0,0,1,0,-1,0
0,-1,0,0,0,0,-1,0,0,0,1,0,-1,-1,0,0,1,0,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
0,-1,0,-1,0,0,-1,-1,-1,0,1,0,-1,-1,0,0,1,0,-1,0
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
0,-1,0,-1,0,-1,-1,-1,-1,1,1,0,-1,-1,0,-1,1,0,0,-1
0,-1,0,0,0,-1,-1,-1,0,1,1,0,-1,-1,0,-1,0,0,0,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0
1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0
1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-1,0,0,0,1,0,0,-1,0,0,1,0,0,0
1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,-1,0,0,0,0,0,0,0,1,-1,0,-1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
0,-1,0,-1,0,-1,-1,-1,-1,1,1,0,-1,-1,0,-1,1,-1,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,-1,0,-1,-1,-1,-1,1,1,0,-1,-1,0,-1,1,-1,-1,-1
1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
-1,-1,0,0,-1,-1,0,-1,-1,1,0,0,-1,-1,0,-1,0,0,0,-1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,0,0,0,-1,-1,-1,0,1,0,-1,-1,0,0,1,0,0,0
0,-1,0,0,0,-1,-1,-1,0,1,1,0,-1,-1,0,-1,1,0,0,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
0,-1,0,-1,0,0,-1,0,0,0,1,0,-1,-1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
0,-1,0,-1,0,-1,-1,-1,0,1,1,0,-1,-1,0,-1,1,-1,-1,-1
0,-1,0,0,0,0,-1,0,0,0,1,0,-1,-1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0
0,-1,0,-1,0,0,-1,-1,-1,0,1,0,-1,-1,0,0,1,0,-1,0
0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,-1,0,-1,-1,-1,-1,1,1,0,-1,-1,0,-1,1,0,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0
1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
0,-1,0,0,0,-1,-1,-1,-1,1,1,0,-1,-1,0,-1,1,0,0,-1
0,0,0,-1,0,0,-1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,-1,0,-1,0,-1,-1,-1,0,1,1,0,-1,-1,0,-1,0,0,0,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,0,0,0,-1,0,0,0,1,0,-1,-1,0,0,1,0,0,0
0,-1,0,0,0,-1,-1,-1,0,1,1,0,-1,-1,0,-1,1,-1,0,-1
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
0,-1,0,-1,0,0,-1,0,0,0,1,0,-1,-1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,-1,0,0
1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1
1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0
0,-1,0,-1,0,0,-1,-1,-1,0,1,0,-1,-1,0,0,1,0,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,0,0,-1,0,-1,0,1,0,0,0,0,0,-1,0,0,0,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1
1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1
1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,1,0,0,0
0,-1,0,-1,0,-1,-1,-1,-1,1,1,0,-1,-1,0,-1,1,-1,-1,-1
0,-1,0,-1,0,0,-1,0,0,0,1,0,-1,-1,0,0,1,0,-1,0
0,-1,0,-1,0,0,-1,-1,-1,0,1,0,-1,-1,0,0,1,0,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
0,-1,0,0,0,0,-1,0,0,0,1,0,-1,-1,0,0,0,0,0,0
0,-1,0,0,0,-1,-1,-1,-1,1,1,0,-1,-1,0,-1,1,0,0,-1
1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
0,-1,0,0,0,0,-1,0,0,0,1,0,-1,-1,0,0,0,0,0,0
0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,-1,0,-1,0,-1,0,-1
1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1
0,-1,0,-1,0,0,-1,-1,-1,0,1,0,-1,-1,0,0,1,0,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,0,0,-1,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,1,0,-1,-1
-1,-1,0,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,1,-1,-1,-1
0,-1,0,-1,0,0,-1,0,0,0,1,0,-1,-1,0,0,1,0,-1,0
0,-1,0,0,0,-1,0,-1,0,1,0,0,-1,-1,0,-1,0,0,0,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0
1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1
0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,0,0,-1,0,-1,0,1,0,0,0,0,0,-1,0,0,0,-1
1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1
0,-1,0,0,0,0,-1,0,0,0,1,0,-1,-1,0,0,1,0,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1
1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,-1,-1,-1,-1,0,-1,0,1,0,-1,-1,-1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,0,0,0,-1,0,0,0,1,0,-1,-1,0,0,0,0,0,0
0,-1,0,0,0,0,-1,-1,-1,0,1,0,-1,-1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,-1,0,-1,-1,-1,0,1,0,0,0,-1,0,-1,0,0,-1,-1
1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0
0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,-1,0,0
1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,-1,0,-1,-1,-1,0,1,1,0,-1,-1,0,-1,1,-1,-1,-1
1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1
-1,-1,0,0,-1,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,0,-1,0,-1
0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,-1,0,-1,0,0,0,-1
1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1
1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1
0,0,0,0,0,0,-1,-1,-1,0,1,0,-1,-1,0,0,1,0,-1,0
0,-1,0,0,0,-1,-1,-1,-1,1,1,0,-1,-1,0,-1,0,0,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,-1,0,0,-1,0,0,0,1,0,-1,-1,0,0,1,0,-1,0
1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0
0,-1,0,0,-1,-1,-1,0,-1,0,1,0,-1,-1,-1,0,0,0,-1,0
0,-1,0,0,0,0,-1,0,0,0,1,0,-1,-1,0,0,0,0,0,0
1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
0,-1,0,0,0,-1,0,-1,0,1,0,0,-1,-1,0,-1,0,0,0,-1
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
0,-1,0,0,0,-1,0,-1,0,1,0,0,-1,-1,0,-1,0,0,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,-1,0,0,-1,-1,-1,0,1,0,-1,-1,0,0,1,0,0,0
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,-1,0,0,-1,0,0,0,1,0,-1,-1,0,0,1,0,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0
1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1
0,-1,0,0,0,-1,0,-1,0,1,0,0,-1,-1,0,-1,0,-1,0,-1
0,-1,0,-1,0,-1,-1,-1,-1,1,1,0,-1,-1,0,-1,1,-1,-1,-1
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
